"SYMBOL","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","DATE"
"CDSL",213.85,216.4,201.6,207.4,211.9,212.5,2020-03-18
"CDSL",200.2,225.5,195.25,207.2,207.2,207.4,2020-03-19
"CDSL",210,216.6,207.25,210.9,210.95,207.2,2020-03-20
"CDSL",195,198.35,179.8,185.7,186.9,210.9,2020-03-23
"CDSL",192,198.05,182,190.6,192.3,185.7,2020-03-24
"CDSL",185,198.65,185,192.2,193.1,190.6,2020-03-25
"CDSL",195,213.8,186.5,205.85,204.65,192.2,2020-03-26
"CDSL",211.35,220,201.95,207.2,207.2,205.85,2020-03-27
"CDSL",202.45,209.9,201,207.65,207.8,207.2,2020-03-30
"CDSL",214,219.7,208.2,214.4,214.6,207.65,2020-03-31
"CDSL",213.95,222.95,210.15,216.7,214.15,214.4,2020-04-01
"CDSL",216.5,216.7,207.85,209.9,209.5,216.7,2020-04-03
"CDSL",217,219.8,212.6,214.1,213.85,209.9,2020-04-07
"CDSL",218.7,231.95,214.2,217.1,216,214.1,2020-04-08
"CDSL",222.1,225,218,220.85,220.75,217.1,2020-04-09
"CDSL",222.6,226,214.15,220.7,219.8,220.85,2020-04-13
"CDSL",222.05,227.1,216.2,217.8,218.45,220.7,2020-04-15
"CDSL",218.7,229.3,217.1,226.5,228.2,217.8,2020-04-16
"CDSL",234,235.8,225.5,230.85,230.5,226.5,2020-04-17
"CDSL",233.1,234.7,227.4,228.3,227.55,230.85,2020-04-20
"CDSL",224.05,224.05,215,215.9,215.85,228.3,2020-04-21
"CDSL",215,220.7,214.5,219.05,220.1,215.9,2020-04-22
"CDSL",220.1,225.55,218.05,219,218.4,219.05,2020-04-23
"CDSL",217.8,220.3,215.1,217.7,218,219,2020-04-24
"CDSL",220,225.6,218.15,222.2,222.45,217.7,2020-04-27
"CDSL",223.95,224,218.65,221.6,222.1,222.2,2020-04-28
"CDSL",222.35,234.9,222,231.4,231.5,221.6,2020-04-29
"CDSL",233.65,238,224.5,225.3,226,231.4,2020-04-30
"CDSL",218.9,221.1,215.8,216.45,216,225.3,2020-05-04
"CDSL",218.95,220.55,213.3,214,213.65,216.45,2020-05-05
"CDSL",215.6,219,211.2,217.65,218,214,2020-05-06
"CDSL",218,219.4,215.2,216,216,217.65,2020-05-07
"CDSL",218.05,227.1,216.7,217.65,217.6,216,2020-05-08
"CDSL",218.95,221.4,216,216.9,217.1,217.65,2020-05-11
"CDSL",216,218.2,214.1,217.1,216.8,216.9,2020-05-12
"CDSL",223,231,217.5,227.6,227.6,217.1,2020-05-13
"CDSL",223.35,227.9,221.55,222.35,222.75,227.6,2020-05-14
"CDSL",223.45,227.6,222.1,223.1,223.4,222.35,2020-05-15
"CDSL",222.05,226.15,217.1,218.4,217.8,223.1,2020-05-18
"CDSL",217.2,226.5,217.2,224.9,225.4,218.4,2020-05-19
"CDSL",225.4,244.5,225.4,242.55,241.5,224.9,2020-05-20
"CDSL",241.4,248.3,238,239.55,238.9,242.55,2020-05-21
"CDSL",238.15,241.7,233,235.35,233.95,239.55,2020-05-22
"CDSL",236.4,245.35,236.05,240.25,240.8,235.35,2020-05-26
"CDSL",241.5,250,240.15,246.65,245.6,240.25,2020-05-27
"CDSL",247.7,248.45,243.5,244.25,244,246.65,2020-05-28
"CDSL",243,252.7,242.25,247.1,247.05,244.25,2020-05-29
"CDSL",250.5,257.5,248.65,250.5,249.5,247.1,2020-06-01
"CDSL",250.8,257,248.45,256.1,256.1,250.5,2020-06-02
"CDSL",258,276,257,264.3,267.4,256.1,2020-06-03
"CDSL",268,268.9,261.25,264.35,264.15,264.3,2020-06-04
"CDSL",265.95,268,261,262,261.75,264.35,2020-06-05
"CDSL",263.95,268.25,260.05,264.7,265.8,262,2020-06-08
"CDSL",266.4,267.95,260,262.15,260.9,264.7,2020-06-09
"CDSL",262.55,263.35,252,259.7,258.8,262.15,2020-06-10
"CDSL",256.1,262,255,256.05,255,259.7,2020-06-11
"CDSL",247.55,259.7,247.55,258.65,257.7,256.05,2020-06-12
"CDSL",259.6,262.35,256.2,260.2,260.35,258.65,2020-06-15
"CDSL",262.25,278,257.6,275,276.6,260.2,2020-06-16
"CDSL",274,281,266.15,268.2,267.6,275,2020-06-17
"CDSL",267.55,273,265.5,267,266.3,268.2,2020-06-18
"CDSL",268.4,274.5,264.2,266.65,267.05,267,2020-06-19
"CDSL",268.65,271.45,266,267.2,267.65,266.65,2020-06-22
"CDSL",274.2,289,272.15,285.5,288,267.2,2020-06-23
"CDSL",289.45,290.55,271.25,274.45,274,285.5,2020-06-24
"CDSL",270.15,286.2,270.1,280.4,280.3,274.45,2020-06-25
"CDSL",283.05,284.5,274,274.65,274.4,280.4,2020-06-26
"CDSL",273.95,278.5,271,274.9,274.95,274.65,2020-06-29
"CDSL",275.7,278.45,268.15,270.7,270.4,274.9,2020-06-30
"CDSL",271.4,280.95,270.35,276.25,274.45,270.7,2020-07-01
"CDSL",277.75,279.5,273.6,274.85,274.1,276.25,2020-07-02
"CDSL",276.3,286.75,274.4,283.65,282.2,274.85,2020-07-03
"CDSL",285,288.75,281.25,285.5,285.2,283.65,2020-07-06
"CDSL",285.95,304.85,283.45,298.9,298.2,285.5,2020-07-07
"CDSL",302.5,311,280,297.8,297,298.9,2020-07-08
"CDSL",298.8,305,295,297.9,297.5,297.8,2020-07-09
"CDSL",296.8,299.45,288.55,291.1,291.5,297.9,2020-07-10
"CDSL",292.4,298.4,285.5,287.3,288.35,291.1,2020-07-13
"CDSL",288,300.9,283,297.4,297.5,287.3,2020-07-14
"CDSL",301,303.4,292.05,293.9,293,297.4,2020-07-15
"CDSL",293.2,296.6,286.45,289.25,288.65,293.9,2020-07-16
"CDSL",289.5,303,289.25,298.75,296.55,289.25,2020-07-17
"CDSL",301.25,318.3,300,314.75,317.7,298.75,2020-07-20
"CDSL",319.8,324.85,314.1,317.85,317.95,314.75,2020-07-21
"CDSL",318.35,318.9,306.05,312.05,312,317.85,2020-07-22
"CDSL",315,328,314,326.4,327,312.05,2020-07-23
"CDSL",322,328,315,323.1,322.5,326.4,2020-07-24
"CDSL",332.8,361.8,327.15,350.55,349.65,323.1,2020-07-27
"CDSL",352.85,368,343.2,359.7,358.9,350.55,2020-07-28
"CDSL",357.8,361.7,346.65,351.25,350.5,359.7,2020-07-29
"CDSL",351.5,353.35,342.05,347.85,346.1,351.25,2020-07-30
"CDSL",344.5,358,341,349.1,350,347.85,2020-07-31
"CDSL",349.9,354.05,337,338.5,338.8,349.1,2020-08-03
"CDSL",339.7,351.95,339.3,350.4,348.55,338.5,2020-08-04
"CDSL",350.55,365.4,350.55,354.25,354.5,350.4,2020-08-05
"CDSL",353,359.75,350,351.3,351.35,354.25,2020-08-06
"CDSL",352.2,361.9,347.25,357.55,356.5,351.3,2020-08-07
"CDSL",362,371.5,355.5,362.7,362.95,357.55,2020-08-10
"CDSL",365.4,372.5,353.3,356,356.6,362.7,2020-08-11
"CDSL",353.9,365,351.2,359.4,358.55,356,2020-08-12
"CDSL",360.25,366,359.95,361.95,362.8,359.4,2020-08-13
"CDSL",363.4,368.8,358.05,364.65,365,361.95,2020-08-14
"CDSL",365.25,372.95,360.95,368.25,369.05,364.65,2020-08-17
"CDSL",370.7,372,363.05,364.4,364.1,368.25,2020-08-18
"CDSL",366.5,382,365,377.55,377.95,364.4,2020-08-19
"CDSL",374.5,381.6,370.35,371.8,371,377.55,2020-08-20
"CDSL",374,381.5,372.5,378.1,376.8,371.8,2020-08-21
"CDSL",379.5,385.75,363.65,380.3,379.4,378.1,2020-08-24
"CDSL",380.95,386,375.55,381.6,381.15,380.3,2020-08-25
"CDSL",381.6,406,379,399.8,405,381.6,2020-08-26
"CDSL",409,434.4,404,419.25,419,399.8,2020-08-27
"CDSL",422.4,436,414,425.6,425.95,419.25,2020-08-28
"CDSL",427,429.3,396.1,406.65,405.95,425.6,2020-08-31
"CDSL",400,415.5,397.1,408.9,409,406.65,2020-09-01
"CDSL",410.35,490.65,406.1,483.3,481,408.9,2020-09-02
"CDSL",477,513.9,455,461.9,464,483.3,2020-09-03
"CDSL",450,483.4,446,464.9,467.5,461.9,2020-09-04
"CDSL",467.5,480,460,463.6,461.8,464.9,2020-09-07
"CDSL",465,468.25,436.05,441.95,439.1,463.6,2020-09-08
"CDSL",433.1,456,433.1,449.9,450.9,441.95,2020-09-09
"CDSL",455.3,464.75,445.1,451.75,451,449.9,2020-09-10
"CDSL",453.7,455.5,442,445.85,447.8,451.75,2020-09-11
"CDSL",451,474.95,451,472.3,473,445.85,2020-09-14
"CDSL",475.6,489.9,470.4,485.9,487.45,472.3,2020-09-15
"CDSL",488.7,494.4,478.95,487.5,486.3,485.9,2020-09-16
"CDSL",485,487.5,470.05,476.7,475,487.5,2020-09-17
"CDSL",480,480,463,469.15,469.05,476.7,2020-09-18
"CDSL",470,473,438.1,441.05,440,469.15,2020-09-21
"CDSL",444,449.85,420.3,438.05,439,441.05,2020-09-22
"CDSL",442,485,439.5,479.6,484,438.05,2020-09-23
"CDSL",474.95,488.3,455.5,459.5,458.9,479.6,2020-09-24
"CDSL",467,479.8,462,474.1,472.9,459.5,2020-09-25
"CDSL",478.5,506,473.1,493.5,492.5,474.1,2020-09-28
"CDSL",495.6,504.75,477.05,485.95,489.15,493.5,2020-09-29
"CDSL",489.15,492.5,478,482.55,487,485.95,2020-09-30
"CDSL",487,493.6,481.55,484.95,484,482.55,2020-10-01
"CDSL",486.1,489.65,478.3,482.55,482.7,484.95,2020-10-05
"CDSL",486,488.55,476.4,479.1,477.9,482.55,2020-10-06
"CDSL",480.3,480.3,468.15,474.6,472.2,479.1,2020-10-07
"CDSL",472.6,477,461.25,464.85,462.2,474.6,2020-10-08
"CDSL",464.85,469.95,463.05,464.7,464.5,464.85,2020-10-09
"CDSL",465.7,488.4,456.55,482.45,487.55,464.7,2020-10-12
"CDSL",487.3,488,473.5,478.15,474,482.45,2020-10-13
"CDSL",473.95,476.2,466.5,468.7,467.05,478.15,2020-10-14
"CDSL",467.05,479.45,453.25,455.65,454.5,468.7,2020-10-15
"CDSL",458.9,461.9,448.1,453.45,452.5,455.65,2020-10-16
"CDSL",455,457.9,445,445.55,445.55,453.45,2020-10-19
"CDSL",445,457.8,442.1,452.1,451.6,445.55,2020-10-20
"CDSL",456.1,477.8,453.9,466.35,465,452.1,2020-10-21
"CDSL",465.9,472.35,459,460.85,459.7,466.35,2020-10-22
"CDSL",464.95,466.55,458.25,460.35,460,460.85,2020-10-23
"CDSL",465,470.8,455.05,461.45,461.2,460.35,2020-10-26
"CDSL",463,477.4,456.45,471.25,469.9,461.45,2020-10-27
"CDSL",473.8,475.3,460.35,463,462,471.25,2020-10-28
"CDSL",461,467,456.1,464.4,462.6,463,2020-10-29
"CDSL",465,487.95,465,483.15,482.85,464.4,2020-10-30
"CDSL",486,486.95,464,466.75,466,483.15,2020-11-02
"CDSL",469.95,472,462,463.1,463,466.75,2020-11-03
"CDSL",462.5,471.5,458.7,461.15,459.5,463.1,2020-11-04
"CDSL",464.1,470.65,462.8,467.4,467.5,461.15,2020-11-05
"CDSL",468.9,471.3,461,464.35,463.2,467.4,2020-11-06
"CDSL",467.3,479.8,464,475.4,474.6,464.35,2020-11-09
"CDSL",478,480,466,468,467.7,475.4,2020-11-10
"CDSL",469.8,478.7,468.8,474,474.5,468,2020-11-11
"CDSL",474.5,481.95,471.1,479.35,480.55,474,2020-11-12
"CDSL",479.75,502.4,474.95,495.9,495,479.35,2020-11-13
"CDSL",499.75,503.8,492.55,498.7,498,495.9,2020-11-14
"CDSL",500.8,514.85,487,506.2,505.7,498.7,2020-11-17
"CDSL",506.9,511.7,496,500.2,498.9,506.2,2020-11-18
"CDSL",494.75,505,478,480.5,479.95,500.2,2020-11-19
"CDSL",483.65,492,480.55,488.55,489.7,480.5,2020-11-20
"CDSL",491,502.7,488.1,490.4,489.5,488.55,2020-11-23
"CDSL",491,493.7,486.1,487.6,488.2,490.4,2020-11-24
"CDSL",490.05,491.9,470,474.4,475,487.6,2020-11-25
"CDSL",477.6,478.45,467.15,471.4,471.5,474.4,2020-11-26
"CDSL",474,494,471,489.7,491.35,471.4,2020-11-27
"CDSL",493.5,499.95,487.2,494.3,493.9,489.7,2020-12-01
"CDSL",494.3,505.2,491.25,499.4,497.1,494.3,2020-12-02
"CDSL",499,528.95,498.4,526.05,526.7,499.4,2020-12-03
"CDSL",530.5,566.4,529.6,547.05,544.95,526.05,2020-12-04
"CDSL",544.95,546,525.05,527.65,527.95,547.05,2020-12-07
"CDSL",530.5,543.9,520.5,523.45,525,527.65,2020-12-08
"CDSL",526.1,536,522,525.65,524.8,523.45,2020-12-09
"CDSL",524,536.6,516.8,525.7,526.1,525.65,2020-12-10
"CDSL",528,535,518.3,523,521.9,525.7,2020-12-11
"CDSL",526.7,528.6,516.05,517.75,517.9,523,2020-12-14
"CDSL",519.7,520.9,511.15,514.3,514.5,517.75,2020-12-15
"CDSL",518.4,522,512.75,516.95,516.3,514.3,2020-12-16
"CDSL",519,534.3,516,525.3,526.35,516.95,2020-12-17
"CDSL",526.7,529.75,514,518.8,519.6,525.3,2020-12-18
"CDSL",518,527.5,475,497.7,503.95,518.8,2020-12-21
"CDSL",500.55,509.85,477,500.25,501,497.7,2020-12-22
"CDSL",503.9,518,501,514.65,514.8,500.25,2020-12-23
"CDSL",519.5,522.85,513.15,517.85,516.25,514.65,2020-12-24
"CDSL",522,528.85,521,525,524.5,517.85,2020-12-28
"CDSL",529,530,517.05,520.75,520.8,525,2020-12-29
"CDSL",521.9,527.5,515.45,524.8,523,520.75,2020-12-30
"CDSL",523,538.5,521.2,533.1,531,524.8,2020-12-31
"CDSL",538,538,530,531.6,531,533.1,2021-01-01
"CDSL",534.2,536.45,525,526.25,525.95,531.6,2021-01-04
"CDSL",524.25,536.85,523.05,527.65,527.45,526.25,2021-01-05
"CDSL",529.9,533,518.05,522.25,523.9,527.65,2021-01-06
"CDSL",529,551,525,540.2,543,522.25,2021-01-07
"CDSL",545,547.25,535,538.55,538,540.2,2021-01-08
"CDSL",539.8,544,527,530.25,529.1,538.55,2021-01-11
"CDSL",532.4,537.05,527.45,532.45,530.55,530.25,2021-01-12
"CDSL",533.8,544,524.4,529.55,530.7,532.45,2021-01-13
"CDSL",530.7,532.1,524,527.65,527.45,529.55,2021-01-14
"CDSL",527.75,531,514.6,516.1,517,527.65,2021-01-15
"CDSL",515,515,500,505.65,503.8,516.1,2021-01-18
"CDSL",508.2,524.75,508,522.85,522.05,505.65,2021-01-19
"CDSL",524.75,524.75,516.65,519.35,520,522.85,2021-01-20
"CDSL",522.5,526.6,511.3,515.85,517,519.35,2021-01-21
"CDSL",511,513,503,505.4,504.5,515.85,2021-01-22
"CDSL",509.1,512.6,485.2,487.9,487,505.4,2021-01-25
"CDSL",488.8,493,476.35,489.7,490.5,487.9,2021-01-27
"CDSL",485,489.3,481,484.65,483.9,489.7,2021-01-28
"CDSL",488.25,494.25,480,482.7,481.5,484.65,2021-01-29
"CDSL",484,502.75,483.15,488.65,489,482.7,2021-02-01
"CDSL",508.9,508.9,496,504.9,505.3,488.65,2021-02-02
"CDSL",506,524,500.5,519.25,517.75,504.9,2021-02-03
"CDSL",529.95,536,524.05,526.85,525.9,519.25,2021-02-04
"CDSL",526.85,530.25,508,509.9,510.95,526.85,2021-02-05
"CDSL",515,524.8,512,519.5,521.45,509.9,2021-02-08
"CDSL",523.5,523.5,511,512.45,512.6,519.5,2021-02-09
"CDSL",514.7,524.3,510.05,521.5,521.5,512.45,2021-02-10
"CDSL",521.5,523.25,515.25,518.45,517,521.5,2021-02-11
"CDSL",520.35,540,517.1,538.05,538.7,518.45,2021-02-12
"CDSL",553,584,545,567.95,571,538.05,2021-02-15
"CDSL",571,578.7,553.2,555.25,556,567.95,2021-02-16
"CDSL",553.9,566,553.1,561.35,562,555.25,2021-02-17
"CDSL",564,564,550.55,554.35,556,561.35,2021-02-18
"CDSL",554.8,592.9,551.1,571.1,570.5,554.35,2021-02-19
"CDSL",575,608,574.95,590.95,593.2,571.1,2021-02-22
"CDSL",606.7,619,597,605.25,604.95,590.95,2021-02-23
"CDSL",605.1,624.45,604.65,619.2,622.95,605.25,2021-02-24
"CDSL",625,632.5,616.2,619.45,620.05,619.2,2021-02-25
"CDSL",602.55,638,602.55,624.1,623.15,619.45,2021-02-26
"CDSL",632,639.3,621.25,627.6,626.1,624.1,2021-03-01
"CDSL",632,632,610,613.85,612,627.6,2021-03-02
"CDSL",615,631.4,613.25,618.5,618,613.85,2021-03-03
"CDSL",615,625,611.5,618.95,621.3,618.5,2021-03-04
"CDSL",620,620.8,597.2,599.9,599.6,618.95,2021-03-05
"CDSL",602.9,608.95,596.65,599.25,598.5,599.9,2021-03-08
"CDSL",601.35,604.9,583.15,589.25,588,599.25,2021-03-09
"CDSL",594,598,585.25,589.85,589.75,589.25,2021-03-10
"CDSL",595.4,598.7,585.3,586.75,585.75,589.85,2021-03-12
"CDSL",590.6,612.4,565.5,607.55,607.4,586.75,2021-03-15
"CDSL",608,647,603,633.4,632,607.55,2021-03-16
"CDSL",630,644.8,612,615.6,613,633.4,2021-03-17
